reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share,is_electronics
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,F,"Oilseeds, fats and oils",7.14180365296803,3.01673461629353,0.308217808219178,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,F,"Oilseeds, fats and oils",6.1779068627451,2.325773924608,0.316175,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,F,"Oilseeds, fats and oils",7.04498825831702,2.60420225502711,0.293378082191781,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,F,"Oilseeds, fats and oils",8.69730882352941,2.82691026586154,0.330880882352941,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,D,"Coffee, tea, cocoa and spices",1.76005864197531,2.48172178010838,0.712809259259259,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,D,"Coffee, tea, cocoa and spices",1.76809132996633,2.50304296590607,0.712809259259259,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,D,"Coffee, tea, cocoa and spices",1.62315852974186,2.14706102383571,0.712809259259259,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,D,"Coffee, tea, cocoa and spices",1.88049579124579,2.47776198643343,0.712809259259259,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,D,"Coffee, tea, cocoa and spices",1.65670173961841,2.46468780131773,0.712809259259259,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,D,"Coffee, tea, cocoa and spices",1.77681214927048,2.2471921650058,0.712809259259259,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,D,"Coffee, tea, cocoa and spices",1.64271408529742,2.38479137523043,0.712809259259259,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,U,Transport equipment,3.24661632745952,3.94410937052543,0.523602366863905,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,U,Transport equipment,2.77948685243328,3.90094667667158,0.548491428571429,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,U,Transport equipment,3.38463407893881,4.24275626012969,0.520939644970414,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,U,Transport equipment,3.38463407893881,4.09655237923107,0.520939644970414,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,U,Transport equipment,2.77948685243328,4.01035238702477,0.548491428571429,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,U,Transport equipment,2.77948685243328,3.66857996524006,0.548491428571429,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,U,Transport equipment,2.77948685243328,3.84320187318082,0.548491428571429,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,N,Chemicals,2.7016475596834,1.38930583744568,0.422408091286307,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,N,Chemicals,2.67669667805512,1.29432529799627,0.42345234375,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,N,Chemicals,2.71293248361147,1.56753691863933,0.418604460580913,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,N,Chemicals,2.70982788471797,1.4613251168,0.418570124481328,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,N,Chemicals,2.67275861680851,1.27738952802961,0.42345234375,False
