reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",4.45161290322581,2.84418341812333,0.258064516129032
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",4.45161290322581,3.25813345040251,0.258064516129032
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",2.03292242703533,0.797701452623969,0.569893548387097
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",1.60828449328449,0.619517031881869,0.658120512820513
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",2.03034178187404,0.990507096726978,0.569893548387097
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",1.61322039072039,0.703860831056541,0.658120512820513
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",2.03155145929339,0.942570847988501,0.569893548387097
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",2.03195468509985,0.745836119624739,0.569893548387097
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V06,"Recreational and sports products",1.61296398046398,0.698701644287999,0.658120512820513
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",5.00574074074074,,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",5.5514367816092,5.27253032441821,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",5.0088122605364,4.95946329586779,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",5.0088122605364,4.98513482763599,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",5.0088122605364,5.00648930838924,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",5.00574074074074,5.0219132581423,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",5.00574074074074,5.00115830464402,0
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",2.26273672687466,1.13536355207468,0.335029310344828
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",2.26273672687466,1.123406212073,0.335029310344828
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",2.26273672687466,1.29180271960452,0.335029310344828
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",2.18731216931217,1.11643182186649,0.357195
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",2.18731216931217,1.07269402416176,0.357195
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",2.18731216931217,1.17768039178053,0.357195
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N01,"Inorganic chemicals",2.26273672687466,1.33491124895011,0.335029310344828
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",6.50850340136054,5.10303013829232,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",6.50850340136054,4.4336988509907,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",6.50850340136054,4.93277676220949,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",6.50850340136054,4.89395220743712,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",6.50850340136054,,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",6.9921768707483,5.29862119097394,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",6.50850340136054,3.64473423162775,0
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",1.77840136054422,0.615845371744488,0.529591836734694
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",1.77840136054422,0.540665874000698,0.529591836734694
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",1.77840136054422,0.668833427588623,0.529591836734694
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",1.77840136054422,0.612455450981446,0.529591836734694
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",1.77840136054422,0.640497771132668,0.529591836734694
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",1.77840136054422,0.600187822215271,0.529591836734694
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",S03,"Power generating machinery",1.77840136054422,0.644611994913816,0.529591836734694
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",5.43518518518519,2.96287710318381,0.0648138888888889
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",5.25462962962963,3.13902197121348,0.0648138888888889
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",5.25462962962963,2.92684923709968,0.0648138888888889
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",5.25462962962963,2.53220428743107,0.0648138888888889
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",5.25462962962963,,0.0648138888888889
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",5.25462962962963,2.60334974618097,0.0648138888888889
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",5.25462962962963,2.62782454422107,0.0648138888888889
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",0.0660069444444444,0.0231588509343006,0.989583333333333
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",0.0659722222222222,0.00690776652833997,0.989583333333333
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",0.0665625,0.020653642505727,0.989583333333333
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",0.0701736111111111,0.00926557876123865,0.989583333333333
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",0.0701388888888889,0.00594632389453613,0.989583333333333
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",0.0689930555555555,0.010908353929976,0.989583333333333
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L01,"Mineral fuels, other than petroleum oils",0.0706944444444444,0.0228970073874379,0.989583333333333
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,12.1034482758621,15.5820176286238,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,12.1034482758621,16.5060034972878,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,12.1034482758621,19.0819125229094,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,12.1034482758621,16.2807550959932,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,12.1034482758621,15.960568531043,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,12.1034482758621,18.1382715823978,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,12.1034482758621,,0
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,0.175189655172414,0.367239141205897,0.85
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,0.195965517241379,0.355181155685994,0.85
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,0.185086206896552,0.330002986295738,0.85
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,0.181258620689655,0.358708038350526,0.85
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,0.253896551724138,0.316558163660374,0.85
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,0.275931034482759,0.288351859434042,0.85
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D03,Spices,0.188965517241379,0.343590565383316,0.85
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,11,10.8443312689152,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,11,10.7983362487257,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,11,11.9026965609915,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,11,10.842578109094,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,11,11.1137611088304,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,11,,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,11,10.8828558354,0
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,5.42722933884298,5.46524665442583,0.379545454545455
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,4.7752479338843,6.05535335064743,0.379545454545455
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,6.04043388429752,5.85352642461596,0.379545454545455
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,5.21390289256198,6.03071610636493,0.379545454545455
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,5.02340909090909,6.24446235970958,0.379545454545455
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,4.85670247933884,6.08632078238666,0.379545454545455
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D02,Cocoa,4.87461157024793,5.76396978424853,0.379545454545455
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",13.1052631578947,13,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",13.1052631578947,13,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",13.1052631578947,13,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",13.1052631578947,13,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",13.1052631578947,,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",13.1052631578947,13,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",13.1052631578947,13,0
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",1.17092592592593,1.21222688911944,0.605257894736842
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",1.39912280701754,1.44141693404738,0.605257894736842
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",1.71271929824561,1.6543198359804,0.605257894736842
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",1.66517543859649,1.65011225227504,0.605257894736842
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",1.54657894736842,1.76575643250325,0.605257894736842
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",1.56491228070175,1.69027014024227,0.605257894736842
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V05,"Arms and ammunition",1.58850877192982,1.76429468368927,0.605257894736842
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,1.82142857142857,2.49994782780325,0.214285714285714
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,1.87857142857143,2.65459056035973,0.0714285714285714
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,1.88,,0.3
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,1.88,2.44935520738741,0.3
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,1.84,2.48296916800291,0.32
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,1.93571428571429,2.79882939037849,0.0714285714285714
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,1.75,2.49747855968816,0.25
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,0,0,1
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,0,0,1
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,0,0,1
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,0,0,1
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,0,0,1
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,0,0,1
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U04,Aircraft,0,0,1
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",12.9081632653061,11.0776465118395,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",15.7755102040816,12.6948786529795,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",12.8854166666667,10.4997323736526,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",12.9081632653061,10.5908220788522,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",12.8854166666667,,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",12.9081632653061,10.3927356728841,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",12.8854166666667,10.483709644071,0
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",4.4603281793438,2.56306583108398,0.127960416666667
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",4.9162500396429,3.56705020662624,0.126514285714286
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",4.98801821500259,3.0338590942636,0.127960416666667
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",5.03336012003869,3.33005873554001,0.126514285714286
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",5.11041714015152,3.91506817321495,0.127960416666667
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",4.8521790590362,3.76431531169818,0.126514285714286
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V04,"Clocks and watches",5.2613976816834,3.52391610179156,0.126514285714286
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",11.1621534493875,11.7431363607774,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",11.4929854096521,,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",11.1621534493875,11.8897502586473,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",17.3282278005682,19.3202807652,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",11.1621534493875,11.7662069083169,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",11.4929854096521,11.8084830807002,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",11.4929854096521,12.1042931196423,0
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",4.41460622710623,4.23332305012141,0.273876595744681
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",4.41460622710623,4.48742437492324,0.273876595744681
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",4.41460622710623,4.66324794432857,0.273876595744681
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",4.41460622710623,4.55439976812901,0.273876595744681
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",6.71086097544431,4.70938408606245,0.238374074074074
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",6.27891653099986,4.60489083229493,0.246707407407407
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U01,"Motor vehicles",6.71086097544431,4.88917334601072,0.238374074074074
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,26.5173611111111,33.1733573592844,0.125
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,25.3715277777778,38.2175903075324,0.125
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,25.3715277777778,35.3734913347065,0.125
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,25.3715277777778,,0.125
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,25.3715277777778,38.8951520066474,0.125
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,25.3715277777778,32.9978036046903,0.125
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,25.3715277777778,38.8875143111856,0.125
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,1.16448611111111,2.4619986853429,0.191666666666667
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,1.15778472222222,2.42075297883168,0.191666666666667
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,1.031625,2.18007263586051,0.191666666666667
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,1.18381944444444,2.54990251082098,0.191666666666667
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,1.19229166666667,2.21061154921819,0.191666666666667
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,1.16697222222222,2.1968320619327,0.191666666666667
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E01,Cereals,1.07104861111111,2.14610192354974,0.191666666666667
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,9.64583333333333,7.96665097325945,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,9.64583333333333,10.1186146664738,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,9.64583333333333,15.7508223442581,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,9.64583333333333,,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,9.64583333333333,12.4306386815396,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,9.64583333333333,13.4357749212341,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,9.64583333333333,14.4618860690657,0
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,0,0,1
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,0,0,1
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,0,0,1
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,0,0,1
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,0,0,1
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,0,0,1
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N05,Fertilisers,0,0,1
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",10.0152222222222,10.9353467021524,0.0333333333333333
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",10.0029137529138,10.8375589104944,0.027972027972028
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",10.0152222222222,,0.0333333333333333
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",10.0029137529138,11.0741914952462,0.027972027972028
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",12.940034965035,12.7684983722319,0.027972027972028
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",9.99577777777778,10.7405130350453,0.035
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",9.98251748251748,10.6591865232481,0.0297202797202797
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",3.46761674603175,4.11875128862472,0.421555333333333
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",3.46037563492063,4.12073253713713,0.421555333333333
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",3.50695288045288,4.15730551066958,0.422377622377622
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",3.50260556110556,4.16748911939498,0.422377622377622
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",3.50341966366966,4.11593739350673,0.422377622377622
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",3.46705119047619,4.20680898120809,0.422388666666667
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L03,"Non-metallic mineral products",3.51392782217782,4.13507354296999,0.422377622377622
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",5.88023598820059,4.22568011402752,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",5.88768693427784,,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",5.88023598820059,4.10028287862819,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",5.88023598820059,4.41746570005203,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",5.88815426997245,4.12433715610232,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",5.89006882989184,3.9852440024425,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",5.88734258166076,4.00832028487751,0
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",3.07288674666563,2.72341251178208,0.400598230088496
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",3.01658707195496,2.50193175313498,0.407610468319559
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",3.07288674666563,2.65682586445293,0.400598230088496
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",3.01658707195496,2.79750333568351,0.407610468319559
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",3.01644800182785,2.57782712942133,0.407598347107438
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",3.07351359032345,2.63223592519406,0.400500589970501
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N02,"Organic chemicals",3.07288674666563,2.59418867116216,0.400598230088496
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C03,"Fruit and vegetable preparations",6.91269841269841,6.69121588360028,0
